# Name of benchmark/experiment: FILLET Experiment 1a (warm start, au)
# Model: AVALON (Albedo-feedback Variable Axial-tilt Latitudinal Outgoing-Net EBM)
# Mode: seasonal
# Ice line definition: latitude where annual-mean surface temperature crosses 0.0 °C
# Ice-free convention: NMaxLand=NMinLand=NMaxSea=NMinSea=90; SMaxLand=SMinLand=SMaxSea=SMinSea=-90
# Case Inst Obl XCO2 Tglob IceLineNMaxLand IceLineNMinLand IceLineNMaxSea IceLineNMinSea IceLineSMaxLand IceLineSMinLand IceLineSMaxSea IceLineSMinSea Diff OLRglob
146 0.9290172739149366 70.0 280.0 290.6427985751756 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 244.98559715035134
147 0.9070294784580498 70.0 280.0 287.74367482641094 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 239.18734965282192
148 0.8858131487889274 70.0 280.0 284.9462517345574 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 233.59250346911483
149 0.8653326122228233 70.0 280.0 282.2458331447017 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 228.1916662894034
150 0.8455542343770645 70.0 280.0 279.6380738506634 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 222.97614770132677
151 0.8264462809917354 70.0 280.0 224.3920963200576 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.48419264011524
152 1.306122448979592 80.0 280.0 340.36401926688706 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 344.42803853377416
153 1.2695893671890497 80.0 280.0 335.5471308191554 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 334.79426163831096
154 1.2345679012345678 80.0 280.0 330.9294678706683 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 325.5589357413367
155 1.2009757928316758 80.0 280.0 326.50027598805616 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.70055197611237
156 1.168736303871439 80.0 280.0 322.24944129592416 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 308.19888259184836
157 1.1377777777777778 80.0 280.0 318.1675213330708 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 300.03504266614175
158 1.10803324099723 80.0 280.0 314.2456929158524 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 292.1913858317048
159 1.0794400404790014 80.0 280.0 310.47563091882256 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 284.65126183764517
160 1.0519395134779752 80.0 280.0 306.84957792189584 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 277.3991558437918
161 1.0254766864284568 80.0 280.0 303.36069862122554 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.4213972424511
162 1.0 80.0 280.0 300.0021098457006 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.7042196914013
163 0.9754610577655846 80.0 280.0 296.76664332387026 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.23328664774056
164 0.9518143961927424 80.0 280.0 293.64878367845523 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.99756735691057
165 0.9290172739149366 80.0 280.0 290.64297332785486 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 244.9859466557097
