# Name of benchmark/experiment: FILLET Experiment 1 (warm start)
# Model: AVALON (Albedo-feedback Variable Axial-tilt Latitudinal Outgoing-Net EBM)
# Mode: seasonal
# Ice line definition: latitude where annual-mean surface temperature crosses 0.0 °C
# Ice-free convention: NMaxLand=NMinLand=NMaxSea=NMinSea=90; SMaxLand=SMinLand=SMaxSea=SMinSea=-90
# Case Inst Obl XCO2 Tglob IceLineNMaxLand IceLineNMinLand IceLineNMaxSea IceLineNMinSea IceLineSMaxLand IceLineSMinLand IceLineSMaxSea IceLineSMinSea Diff OLRglob
67 1.05 30.0 280.0 306.5926836779395 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 276.88536735587894
68 1.075 30.0 280.0 309.8889256934955 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 283.477851386991
69 1.1 30.0 280.0 313.18519696351274 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 290.0703939270256
70 1.125 30.0 280.0 316.48142600902804 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 296.66285201805607
71 1.15 30.0 280.0 319.77777394765445 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.25554789530884
72 1.175 30.0 280.0 323.0739605201409 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.84792104028173
73 1.2 30.0 280.0 326.3702496093275 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.4404992186551
74 1.225 30.0 280.0 329.6665459419784 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.03309188395696
75 1.25 30.0 280.0 332.9627589025137 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.62551780502747
76 0.8 40.0 280.0 222.5923034163857 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88460683277147
77 0.825 40.0 280.0 224.29360468625953 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.28720937251909
78 0.85 40.0 280.0 225.9949792308494 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 115.68995846169885
79 0.875 40.0 280.0 227.69625388939374 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 119.0925077787875
80 0.9 40.0 280.0 229.39757820606673 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 122.49515641213345
81 0.925 40.0 280.0 290.113083710147 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 243.92616742029415
82 0.95 40.0 280.0 293.4093328062609 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.51866561252186
83 0.975 40.0 280.0 296.70561992643917 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.11123985287844
84 1.0 40.0 280.0 300.00186762616045 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.70373525232094
85 1.025 40.0 280.0 303.29762162091384 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.29524324182773
86 1.05 40.0 280.0 306.59362699865994 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 276.8872539973199
87 1.075 40.0 280.0 309.8898915298697 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 283.47978305973953
88 1.1 40.0 280.0 313.18618528363527 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 290.07237056727064
89 1.125 40.0 280.0 316.48243679934154 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 296.66487359868313
90 1.15 40.0 280.0 319.77880721259186 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.25761442518376
91 1.175 40.0 280.0 323.07501624735954 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.85003249471913
92 1.2 40.0 280.0 326.3713278036295 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.442655607259
93 1.225 40.0 280.0 329.66764660264846 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.0352932052969
94 1.25 40.0 280.0 332.9638820256464 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.6277640512928
95 0.8 50.0 280.0 222.5922460025684 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88449200513686
96 0.825 50.0 280.0 224.29346867791892 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.28693735583789
97 0.85 50.0 280.0 225.99480359822542 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 115.68960719645088
98 0.875 50.0 280.0 283.5202331034503 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 230.74046620690072
